permit_number,issue_date,project_value,type_of_work,building_contractor,property_use,year,PostalCode
BP-2018-06544,2019-07-03,50000,Demolition / Deconstruction,Assertive Excavating & Demolition Ltd,"Service Uses,Wholesale Uses",2019, V5Y 1K2
DB-2017-03969,2019-07-03,704750,New Building,Douglas Park Construction Ltd,Dwelling Uses,2019, V5V 1G6
DB-2018-06259,2019-07-03,729250,New Building,Lamai Homes,Dwelling Uses,2019, V5M 1E3
DB-2019-02617,2019-07-03,48075.3,Addition / Alteration,Ashton Service Group,Dwelling Uses,2019, V6B 2W6
BP-2019-02854,2019-07-04,30000,Addition / Alteration,Showcase Interiors Ltd,Office Uses,2019, V6B 2R9
DB-2018-04735,2019-07-04,1075865,New Building,Lyto Development Ltd,Dwelling Uses,2019, V5S 2W8
DB-2019-00168,2019-07-04,15000,Demolition / Deconstruction,AKAL DEMOLITION & EXCAVATING,Dwelling Uses,2019, V5R 5P4
BP-2019-00801,2019-07-05,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5X 2E8
BP-2019-02467,2019-07-05,20000,Addition / Alteration,Steric Developments Ltd,Dwelling Uses,2019, V6Z 2V9
DB-2019-00274,2019-07-05,706254,New Building,Liwa Enterprises Ltd,Dwelling Uses,2019, V5M 1L3
DB-2019-00898,2019-07-05,225000,New Building,Kennix Development Group Ltd,Dwelling Uses,2019, V5R 2V9
DB-2019-01392,2019-07-05,600000,Addition / Alteration,Restruction Building Services Ltd,Dwelling Uses,2019, V5X 4S8
BP-2019-00350,2019-07-08,1647970,New Building,Canstone Development Ltd,Dwelling Uses,2019, V6N 1Y3
DB-2018-06524,2019-07-08,515175,New Building,Smithwood Builders Inc,Dwelling Uses,2019, V5V 4S1
DB-2018-06525,2019-07-08,15000,Demolition / Deconstruction,Junkyard Boys Refuse Removal & Demolition Ltd,Dwelling Uses,2019, V5V 4S1
DB-2019-00159,2019-07-08,160785,New Building,Lanka Constructions Ltd,Dwelling Uses,2019, V5V 1N5
BP-2019-01056,2019-07-09,1500000,Addition / Alteration,Gibraltar Holdings Ltd,Office Uses,2019, V5Z 2M7
DB-2019-00306,2019-07-09,177500,New Building,GCC Building Science Inc,Dwelling Uses,2019, V5K 2W8
BP-2019-02387,2019-07-10,15000,Addition / Alteration,Triple Eight Construction Co Ltd,Retail Uses,2019, V5X 4L1
BP-2019-02910,2019-07-10,5000,Addition / Alteration,Optimum Solution Design Build Ltd,Office Uses,2019, V6P 6G5
BP-2019-02452,2019-07-11,45000,Addition / Alteration,Central West Project Management Inc,Office Uses,2019, V6C 3E8
BP-2019-02676,2019-07-11,40000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2019, V6C 1B4
DB-2018-05411,2019-07-11,726750,New Building,Molibu Construction Inc,Dwelling Uses,2019, V5K 3G2
DB-2019-00346,2019-07-11,1187775,New Building,Victoreric Premium Homes Ltd,Dwelling Uses,2019, V6N 3K3
DB-2019-01613,2019-07-11,165500,New Building,Sea-Pat Construction Inc,Dwelling Uses,2019, V5K 1G1
BP-2018-06308,2019-07-12,900000,Addition / Alteration,Togospice Investments Ltd,Dwelling Uses,2019, V5N 2E2
BP-2019-00583,2019-07-12,15000,Demolition / Deconstruction,GRG Demolition & Excavating Ltd,Dwelling Uses,2019, V6K 3A3
BP-2019-01775,2019-07-12,10000,Temporary Building / Structure,City Wide Building Inc,"Retail Uses,Service Uses",2019, V6C 1C7
BP-2019-02025,2019-07-12,68250,Demolition / Deconstruction,TX CONTRACTING LTD,Dwelling Uses,2019, V5S 2C1
BP-2019-02835,2019-07-12,8900,Addition / Alteration,The Dom Group Innovative Products and Services Ltd,Office Uses,2019, V6E 4E6
DB-2019-00780,2019-07-12,560500,New Building,SGP Holdings Ltd,Dwelling Uses,2019, V5X 1Z8
BP-2019-02626,2019-07-15,350000,Addition / Alteration,Nu-tech Roofing & Waterproofing Ltd,Dwelling Uses,2019, V6H 1K4
DB-2018-05903,2019-07-15,857450,New Building,Flying Home Construction Ltd,Dwelling Uses,2019, V5X 2L5
DB-2018-05904,2019-07-15,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2019, V5X 2L5
DB-2019-00773,2019-07-15,270987.5,New Building,Jaswant Singh Basi,Dwelling Uses,2019, V5Y 2W1
BP-2018-00604,2019-07-16,21695960,New Building,Marcon Project (609) Ltd,Dwelling Uses,2019, V1V 1V1
BP-2019-01198,2019-07-16,15000,Demolition / Deconstruction,ABC Drywall Ltd,Dwelling Uses,2019, V5K 2V9
BP-2019-02584,2019-07-16,600000,Addition / Alteration,COLUMBIA SEAL LTD,Dwelling Uses,2019, V6E 4T8
BP-2019-03016,2019-07-16,325000,Addition / Alteration,Aura Office Environments Inc,Office Uses,2019, V6C 3K4
BP-2019-03086,2019-07-16,5000,Addition / Alteration,Adriatic Demolition and Disposal Ltd,Retail Uses,2019, V7X 1K8
BP-2019-01139,2019-07-17,1048000,New Building,Dwell Projects Ltd,Dwelling Uses,2019, V6M 1N5
BP-2019-01757,2019-07-17,15000,Demolition / Deconstruction,Dryland Excavating Ltd,Dwelling Uses,2019, V5R 1J2
BP-2019-02321,2019-07-17,5000,Addition / Alteration,Alair Homes,Dwelling Uses,2019, V5W 2X5
BP-2019-02496,2019-07-17,2025,Addition / Alteration,Reddog Enterprises Ltd,Dwelling Uses,2019, V5T 4H3
BP-2019-02733,2019-07-17,307000,Addition / Alteration,Omicron Construction Ltd,Office Uses,2019, V6J 1W8
DB-2018-03950,2019-07-17,967300,New Building,Khela Excavating Ltd.,Dwelling Uses,2019, V5P 2L7
DB-2019-00451,2019-07-17,709000,New Building,BAB Homes Ltd,Dwelling Uses,2019, V5R 1P7
DB-2019-02119,2019-07-17,700000,Addition / Alteration,Willow Spring Construction BC Ltd,"Retail Uses,Service Uses",2019, V5Y 1B8
DB-2018-05523,2019-07-18,15000,Demolition / Deconstruction,Bhullar Excavating and Demolition,Dwelling Uses,2019, V6R 3E6
DB-2018-06547,2019-07-18,794065,New Building,1034127 BC Ltd,Dwelling Uses,2019, V5X 1J4
DB-2018-06551,2019-07-18,217000,New Building,1034127 BC Ltd,Dwelling Uses,2019, V5X 1J4
DB-2019-02602,2019-07-18,3000,Addition / Alteration,Vix Construction & Design Corporation,Dwelling Uses,2019, V5S 1C4
DB-2018-04780,2019-07-19,628500,New Building,Synthesis Builders Inc,Dwelling Uses,2019, V5V 4V1
DB-2018-04941,2019-07-19,138750,New Building,Synthesis Builders Inc,Dwelling Uses,2019, V5V 4V1
DB-2018-05476,2019-07-19,15000,Demolition / Deconstruction,Van-City Excavating Ltd,Dwelling Uses,2019, V6P 1K6
DB-2018-05440,2019-07-22,703827.5,New Building,Licon Construction Ltd,Dwelling Uses,2019, V6P 4L9
DB-2019-01509,2019-07-22,128700,New Building,Cyanic Developments Inc,Dwelling Uses,2019, V6P 2B5
BP-2019-02719,2019-07-23,75000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2019, V6J 5B3
BP-2019-02853,2019-07-23,200000,Addition / Alteration,Showcase Interiors Ltd,Dwelling Uses,2019, V6K 2W1
DB-2019-00559,2019-07-23,160500,New Building,HSB Construction Ltd,Dwelling Uses,2019, V5W 3J5
DB-2019-01422,2019-07-23,143212.5,New Building,Royalsun Enterprises Ltd,Dwelling Uses,2019, V5R 1L3
DB-2019-02707,2019-07-23,19600,Addition / Alteration,Pang Law,Transportation and Storage Uses,2019, V6C 3T3
BP-2019-02515,2019-07-24,350000,Addition / Alteration,Humphries Construction Group Ltd,Wholesale Uses,2019, V1V 1V1
BP-2019-03010,2019-07-24,250000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V7Y 1K8
DB-2018-03984,2019-07-24,704390,New Building,Exland Construction Management Inc,Dwelling Uses,2019, V5M 2K5
BP-2018-06281,2019-07-25,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V6R 2Z6
DB-2019-01615,2019-07-24,165500,New Building,Sea-Pat Construction Inc,Dwelling Uses,2019, V5K 1G1
BP-2019-01461,2019-07-25,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5R 1W4
BP-2019-03161,2019-07-25,5000,Addition / Alteration,Adriatic Demolition and Disposal Ltd,Retail Uses,2019, V7X 1K8
DB-2019-01506,2019-07-25,167312.5,New Building,Gill's Construction Ltd,Dwelling Uses,2019, V5X 1X9
BP-2019-01451,2019-07-26,910000,Addition / Alteration,Canadian Turner Construction Company Ltd,Office Uses,2019, V6E 3Z3
BP-2019-03160,2019-07-26,48000,Demolition / Deconstruction,Dallas Watt Demo Ltd,Cultural/Recreational Uses,2019, V6M 4H1
DB-2018-04363,2019-07-26,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2019, V5T 4C3
DB-2018-06630,2019-07-26,975512.5,New Building,EDYU Group Construction & Development Ltd,Dwelling Uses,2019, V6N 2R5
DB-2018-06634,2019-07-26,265275,New Building,EDYU Group Construction & Development Ltd,Dwelling Uses,2019, V6N 2R5
BP-2018-05658,2019-07-29,471750,New Building,Sharma Enterprises Ltd,Dwelling Uses,2019, V5R 1Z7
BP-2019-01514,2019-07-29,15000,Demolition / Deconstruction,SKD Construction Ltd,Dwelling Uses,2019, V5K 2J1
BP-2019-02887,2019-07-29,120000,Addition / Alteration,NSR Contracting Inc,Dwelling Uses,2019, V6Z 3E8
BP-2019-02918,2019-07-29,120000,Addition / Alteration,KCM Construction Inc,Dwelling Uses,2019, V6G 1B3
BP-2019-02989,2019-07-29,8000,Addition / Alteration,Reotech Construction Ltd,"Cultural/Recreational Uses,Office Uses",2019, V5R 6C9
BP-2019-03080,2019-07-29,100000,Addition / Alteration,Cennco Management And Consulting Ltd,Institutional Uses,2019, V5Z 1M9
BP-2019-02272,2019-07-30,40000,Addition / Alteration,Maredi Home & Properties Inc,Retail Uses,2019, V1V 1V1
BP-2019-02858,2019-07-30,70000,Addition / Alteration,Kapar Home Development Inc,Dwelling Uses,2019, V6B 5X5
BP-2019-02922,2019-07-30,100000,Addition / Alteration,Focus Project Management Ltd,Cultural/Recreational Uses,2019, V5Y 1B8
DB-2018-06420,2019-07-30,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5S 3B3
DB-2019-02559,2019-07-30,500000,Addition / Alteration,Merola Construction Inc,Cultural/Recreational Uses,2019, V5Y 1B8
BP-2018-05782,2019-07-31,15000,Demolition / Deconstruction,AKAL DEMOLITION & EXCAVATING,Dwelling Uses,2019, V5V 2H2
DB-2019-01903,2019-07-31,225000,New Building,Citidesign Build Inc,Dwelling Uses,2019, V6R 2C1
BP-2019-01321,2019-08-01,15000,Demolition / Deconstruction,Kingsman Excavating Ltd.,Dwelling Uses,2019, V5X 1R4
BP-2019-02280,2019-08-01,30000,Addition / Alteration,Tien Dung Nguyen,Office Uses,2019, V5R 5H4
BP-2019-02994,2019-08-01,13995,Addition / Alteration,Milani Drainage & Plumbing Supplies Ltd,Dwelling Uses,2019, V6A 4K7
BP-2019-03007,2019-08-01,30000,Addition / Alteration,Holaco Construction,Service Uses,2019, V6Z 1W2
BP-2019-03220,2019-08-01,7000,Addition / Alteration,Altek Construction Ltd,Office Uses,2019, V5Z 1H1
DB-2018-06637,2019-08-02,717250,New Building,Grand Hill Development Ltd,Dwelling Uses,2019, V5X 1J2
DB-2019-00466,2019-08-02,611250,New Building,Khela Excavating Ltd.,Dwelling Uses,2019, V5S 1E6
BP-2019-03044,2019-08-07,8500,Addition / Alteration,reVISION Custom Home Renovations Inc,Dwelling Uses,2019, V5L 1G1
DB-2018-04085,2019-08-07,20000,Addition / Alteration,Hans G Helders,Dwelling Uses,2019, V5L 4Y8
DB-2018-06585,2019-08-07,15000,Demolition / Deconstruction,Ghotra Excavating & Trucking Ltd,Dwelling Uses,2019, V5K 3L6
DB-2018-06588,2019-08-07,178500,New Building,Besttin Construction Group Inc.,Dwelling Uses,2019, V5K 3L6
BP-2017-01573,2019-08-08,300000,Addition / Alteration,Pacific Solutions Contracting Ltd,Cultural/Recreational Uses,2019, V6G 2A7
BP-2018-05803,2019-08-08,593500,New Building,Killarney Development Ltd,Dwelling Uses,2019, V6A 2J9
BP-2019-02257,2019-08-08,165000,Addition / Alteration,Moko Property Group Inc,"Office Uses,Retail Uses",2019, V5T 3E9
BP-2019-02313,2019-08-08,75000,Addition / Alteration,Canadoo Enterprises Inc,Retail Uses,2019, V6Z 2R6
BP-2019-02093,2019-08-09,1017675,New Building,Rishi Holdings Ltd,Dwelling Uses,2019, V6N 2Z3
DB-2019-02499,2019-08-09,8000,Addition / Alteration,Homeline Construction & Renovation Ltd,Dwelling Uses,2019, V5M 1W5
DB-2019-02506,2019-08-09,230425,New Building,Rishi Holdings Ltd,Dwelling Uses,2019, V6N 2Z3
BP-2019-01577,2019-08-12,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5V 1X5
BP-2019-03088,2019-08-12,60000,Addition / Alteration,Solid General Contractors Inc,Dwelling Uses,2019, V6G 1G4
BP-2019-03179,2019-08-12,30560,Addition / Alteration,Aura Office Environments Inc,Office Uses,2019, V6E 3S7
BP-2019-03252,2019-08-12,125000,Addition / Alteration,Priority Projects,Office Uses,2019, V7X 1K8
BP-2019-03359,2019-08-12,75000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2019, V6E 4A6
BP-2018-01591,2019-08-13,298489,Addition / Alteration,Reconstruction Building Services Ltd,Dwelling Uses,2019, V5Z 1T3
DB-2019-01512,2019-08-13,121326,New Building,Ajia Canadian Building Systems Incorporated,Dwelling Uses,2019, V6K 2M3
DB-2019-02434,2019-08-13,224747.5,New Building,Py Chue Construction Ltd,Dwelling Uses,2019, V5Y 2T7
DB-2019-02439,2019-08-13,175480,New Building,Kim J Construction Ltd,Dwelling Uses,2019, V5K 3E8
BP-2019-02787,2019-08-14,45000,Addition / Alteration,Bright Nest Construction Ltd,Dwelling Uses,2019, V6Z 1X3
BP-2019-03087,2019-08-14,30000,Addition / Alteration,Solid General Contractors Inc,Dwelling Uses,2019, V6G 1W6
DB-2018-05285,2019-08-14,678545,New Building,HORIZON ONE PROPERTIES LTD,Dwelling Uses,2019, V5S 3C8
DB-2019-00495,2019-08-14,15000,Demolition / Deconstruction,Wecan Excavating & Demolition Ltd,Dwelling Uses,2019, V5M 2Z9
DB-2019-02819,2019-08-14,50000,Addition / Alteration,Vancouver Entry Systems Ltd,Dwelling Uses,2019, V6A 0A5
BP-2019-03250,2019-08-15,31477.52,Addition / Alteration,VPAC Construction Group Ltd,Office Uses,2019, V6E 2M6
DB-2018-04617,2019-08-15,15000,Demolition / Deconstruction,Hands On Demolition & Excavating Ltd,Dwelling Uses,2019, V5S 1C1
DB-2018-04619,2019-08-15,240000,New Building,Tyko Development Ltd,Dwelling Uses,2019, V5S 1C1
DB-2019-00499,2019-08-15,677230,New Building,Grand City Development Ltd,Dwelling Uses,2019, V5N 3T2
DB-2019-00500,2019-08-15,677230,New Building,Grand City Development Ltd,Dwelling Uses,2019, V5N 3T2
DB-2019-00501,2019-08-15,677230,New Building,Grand City Development Ltd,Dwelling Uses,2019, V5N 3T2
DB-2019-00800,2019-08-15,775500,New Building,Nucasa Development,Dwelling Uses,2019, V5X 2E8
DB-2019-01617,2019-08-15,224735,New Building,Kensington Homes Ltd,Dwelling Uses,2019, V5Z 3G4
BP-2019-00790,2019-08-16,2000000,Addition / Alteration,Govan Brown Ltd,Office Uses,2019, V6E 3S7
BP-2019-01380,2019-08-16,105000,Addition / Alteration,Rodrozen Designs Inc,Dwelling Uses,2019, V6Z 3E7
BP-2019-03131,2019-08-16,15000,Addition / Alteration,Compsep Filtration Inc,Dwelling Uses,2019, V6G 1L3
BP-2019-03419,2019-08-16,10000,Addition / Alteration,Curve Construction Inc,Office Uses,2019, V6C 1E1
BP-2019-03531,2019-08-16,80000,Addition / Alteration,Matra Construction,Office Uses,2019, V7Y 1K8
DB-2019-01774,2019-08-16,135000,New Building,High-Integrity Construction Ltd.,Dwelling Uses,2019, V6R 2L3
BP-2019-03009,2019-08-19,5000,Addition / Alteration,Etro Construction Limited,Dwelling Uses,2019, V5Y 3Z5
BP-2019-03203,2019-08-19,6000,Addition / Alteration,Allspaces Design & Management Ltd,Office Uses,2019, V6E 3V7
DB-2019-03120,2019-08-19,150000,Addition / Alteration,CDC Construction Ltd,Service Uses,2019, V6A 0H1
BP-2019-00152,2019-08-20,15000,Demolition / Deconstruction,TX CONTRACTING LTD,Dwelling Uses,2019, V6N 1Y9
BP-2019-02258,2019-08-20,100000,Addition / Alteration,CDC Construction Ltd,Office Uses,2019, V6C 3K4
DB-2018-05439,2019-08-20,224000,New Building,JRXL Developments Ltd,Dwelling Uses,2019, V6P 1W6
DB-2019-01634,2019-08-20,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5P 4H5
DB-2019-02807,2019-08-20,24000,Addition / Alteration,Hantech Construction Ltd,Dwelling Uses,2019, V6J 4H3
BP-2019-03167,2019-08-21,23000,Addition / Alteration,Gurinder Mangat,Dwelling Uses,2019, V5W 1M5
BP-2019-03372,2019-08-21,200000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6B 1C1
DB-2018-05071,2019-08-23,756685,New Building,Woodhead Construction Ltd,Dwelling Uses,2019, V6S 1R9
DB-2018-05781,2019-08-23,658317.5,New Building,Lanefab Design Build Ltd,Dwelling Uses,2019, V5V 2H2
DB-2019-02252,2019-08-23,420000,Addition / Alteration,Gianni Del Bianco,Dwelling Uses,2019, V5V 3J2
BP-2019-01937,2019-08-26,15000,Demolition / Deconstruction,Van-City Excavating Ltd,Dwelling Uses,2019, V5P 1C9
BP-2019-03032,2019-08-26,200000,Addition / Alteration,Polycrete Restorations Ltd,Dwelling Uses,2019, V6E 1M2
BP-2019-03140,2019-08-27,250000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6G 2Z6
DB-2018-06579,2019-08-27,160500,New Building,Killarney Development Ltd,Dwelling Uses,2019, V5Z 1M8
DB-2019-00831,2019-08-27,250000,New Building,Cyanic Developments Inc,Dwelling Uses,2019, V5S 2B3
DB-2019-02665,2019-08-27,600000,Addition / Alteration,CDC Construction Ltd,"Manufacturing Uses,Office Uses,Retail Uses",2019, V1V 1V1
DB-2018-06620,2019-08-28,283750,New Building,Tavan Developments Ltd,Dwelling Uses,2019, V6J 4E4
DB-2019-01000,2019-08-28,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5V 2L9
DB-2019-01031,2019-08-28,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2019, V5K 1E5
DB-2019-03178,2019-08-28,18000,Addition / Alteration,Hang Zheng,Dwelling Uses,2019, V6N 2R9
BP-2019-01874,2019-08-29,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5V 4P4
BP-2019-03325,2019-08-29,150000,Addition / Alteration,Stonegate Construction,Retail Uses,2019, V5R 5G9
DB-2019-00281,2019-08-29,728862.5,New Building,Hungston Construction Ltd,Dwelling Uses,2019, V5P 3A7
DB-2019-00285,2019-08-29,182865,New Building,Hungston Construction Ltd,Dwelling Uses,2019, V5P 3A7
BP-2019-00947,2019-08-30,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2019, V5W 3M8
BP-2019-01817,2019-08-30,15000,Demolition / Deconstruction,Hands On Demolition & Excavating Ltd,Dwelling Uses,2019, V5M 4A9
BP-2019-03397,2019-08-30,250000,Addition / Alteration,Francis Beyersbergen,Retail Uses,2019, V7Y 1K8
DB-2018-05576,2019-08-30,830000,New Building,LS Developments,Dwelling Uses,2019, V5M 3C5
DB-2018-05577,2019-08-30,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V5M 3C5
DB-2019-01581,2019-08-30,161375,New Building,Brillion Homes Ltd,Dwelling Uses,2019, V5V 1X5
DB-2019-01851,2019-08-30,225000,New Building,KE Concepts 2001 Ltd,Dwelling Uses,2019, V5V 4B2
DB-2019-02824,2019-08-30,250000,Addition / Alteration,Vertical Grain Projects Ltd,"Manufacturing Uses,Office Uses,Service Uses,Transportation and Storage Uses,Wholesale Uses",2019, V5T 1A7
BP-2019-03233,2019-09-03,4800,Addition / Alteration,Hong Qiang Wang,Dwelling Uses,2019, V6N 1N5
BP-2019-03902,2019-09-03,10000,Addition / Alteration,Horizon North Camp & Catering Inc,Dwelling Uses,2019, V6B 1X7
DB-2018-00491,2019-09-03,520250,New Building,Polis Development Co Ltd,Dwelling Uses,2019, V5W 1M8
DB-2019-00127,2019-09-03,296875,New Building,Plantinum Seal Project Canada Inc.,Dwelling Uses,2019, V6M 2M3
DB-2019-02346,2019-09-03,238000,New Building,HBD Homes Ltd,Dwelling Uses,2019, V5M 3C1
DB-2019-00822,2019-09-04,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5S 2G4
DB-2019-00824,2019-09-04,223835,New Building,Py Chue Construction Ltd,Dwelling Uses,2019, V5S 2G4
BP-2019-02078,2019-09-05,15000,Demolition / Deconstruction,Kingsman Excavating Ltd.,Dwelling Uses,2019, V5L 4G8
BP-2019-02760,2019-09-05,30000,Addition / Alteration,Tien Dung Nguyen,Service Uses,2019, V6B 3G7
BP-2019-03623,2019-09-05,311000,Addition / Alteration,Curve Construction Inc,Office Uses,2019, V6B 2K4
DB-2019-00239,2019-09-05,1197300,New Building,Enrich Custom Homes Ltd,Dwelling Uses,2019, V6M 2K4
DB-2019-01197,2019-09-05,652000,New Building,ABC Drywall Ltd,Dwelling Uses,2019, V5K 2V9
DB-2019-03232,2019-09-05,35000,Addition / Alteration,Retro Teck Window Manufacturing Ltd.,Dwelling Uses,2019, V6M 3Z8
BP-2019-03516,2019-09-06,300000,Addition / Alteration,Atlas Construction Ltd,Office Uses,2019, V5N 2T7
BP-2019-03778,2019-09-06,40000,Addition / Alteration,Matra Construction,Office Uses,2019, V6H 3V9
DB-2019-02274,2019-09-06,1128000,New Building,GB Holdings Ltd,Dwelling Uses,2019, V5R 2K1
BP-2019-01768,2019-09-09,63738734,New Building,Cressey (Yukon Street) Development LLP,"Office Uses,Parking Uses,Retail Uses",2019, V5Y 1L3
DB-2019-03321,2019-09-09,60000,Addition / Alteration,VBR Vancouver Bathroom Renovation Inc,Office Uses,2019, V6B 3E6
BP-2019-03221,2019-09-10,100000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6B 1E1
DB-2019-02701,2019-09-10,176250,New Building,Mercia Construction Ltd,Dwelling Uses,2019, V5N 1T7
DB-2019-03473,2019-09-10,15700,Addition / Alteration,David John Clarkson,Dwelling Uses,2019, V6H 4H6
BP-2019-02572,2019-09-11,15000,Demolition / Deconstruction,Bestway Excavating & Demolition 2008 Ltd,Dwelling Uses,2019, V6N 2T2
BP-2019-02641,2019-09-11,15000,Demolition / Deconstruction,G N A CONTRACTING LTD,Dwelling Uses,2019, V5X 3Z9
BP-2019-03566,2019-09-11,200000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6Z 1S4
DB-2019-01526,2019-09-11,224100,New Building,Athoula Management Ltd,Dwelling Uses,2019, V5X 4H5
